"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"59","TC01000239.hg.1","IGSF21","84966","immunoglobin superfamily member 21",-0.169889935105353,6.70843488078566,-1.61017087369667,0.129736111436958,0.19452618454377,-6.22310688774956
"60","TC01000251.hg.1","HTR6","3362","5-hydroxytryptamine receptor 6",-0.195736705922333,6.65019269067994,-1.73496967373465,0.104761430869798,0.167840078589844,-6.03747777346355
"61","TC01000255.hg.1","PLA2G2F","64600","phospholipase A2 group IIF",-0.147791574550477,6.04442462825034,-1.44427541635369,0.170732660391564,0.237523342457705,-6.45483948520049
"62","TC01000257.hg.1","UBXN10","127733","UBX domain protein 10",-0.208541145354579,6.07787061142514,-1.42861551217665,0.175109342576806,0.241819642798921,-6.47576776481922
"63","TC01000259.hg.1","VWA5B1","127731","von Willebrand factor A domain containing 5B1",-0.172696084214235,6.07991165178039,-1.86855255202966,0.0828166619319065,0.143443685358688,-5.82904299312266
"64","TC01000262.hg.1","PINK1","65018","PTEN induced kinase 1",-0.0871604596332745,7.15454566646047,-1.36029576946368,0.195300965093731,0.26305382912729,-6.56506258393274
"65","TC01000272.hg.1","ALPL","249","alkaline phosphatase, biomineralization associated",-0.131492138129057,6.61071230992692,-1.42512524744113,0.176097378309881,0.242867025484624,-6.48040913168912
"66","TC01000274.hg.1","LDLRAD2","401944","low density lipoprotein receptor class A domain containing 2",-0.170161082861807,6.50268730582012,-1.84268002604229,0.0867147465024105,0.14769354148176,-5.87015495686289
"67","TC01000279.hg.1","LINC00339","29092","long intergenic non-protein coding RNA 339",0.36080763353522,6.55694798602228,3.8512439994249,0.00177222884288162,0.00909645117590233,-2.1025789090931
"68","TC01000284.hg.1","EPHA8","2046","EPH receptor A8",-0.208787814038153,7.52587640819617,-2.04877066195807,0.0597732085920094,0.116210702619319,-5.53356642483212
"69","TC01000285.hg.1","C1QA","712","complement C1q A chain",-0.183712017856479,6.7803771468125,-1.85118268947814,0.0854159135261567,0.146140210232372,-5.85668221373751
"70","TC01000286.hg.1","C1QC","714","complement C1q C chain",-0.246702874503499,6.91225300286268,-2.17134020192839,0.0476401278211068,0.100685997272676,-5.32430673106953
"71","TC01000288.hg.1","EPHB2","2048","EPH receptor B2",-0.313077131575609,7.45948706033378,-4.08361295694797,0.00112386704587567,0.00644202805212281,-1.64130228542683
"72","TC01000293.hg.1","MIR3115","100422866","microRNA 3115",0.261658353015305,2.87760264163757,2.17377109369349,0.047424459338584,0.100442484321763,-5.32009450148955
"73","TC01000300.hg.1","ELOA","6924","elongin A",0.135813884012331,7.94347058252661,1.78125800406764,0.0966336236914753,0.158958588603669,-5.96634501481643
"74","TC01000304.hg.1","MIR378F","100616492","microRNA 378f",-0.279728985833019,3.96035112062493,-2.67038241009144,0.0183235136783044,0.0522451372606593,-4.41815107437068
"75","TC01000305.hg.1","PNRC2","55629","proline rich nuclear receptor coactivator 2",0.23299573075275,8.35255570291772,3.08480329160715,0.00809636788545463,0.0284019706708321,-3.62068873420598
"76","TC01000308.hg.1","LINC02800","284632","long intergenic non-protein coding RNA 2800",-0.222004443105132,5.98467637438637,-1.9545145899684,0.0709726920952602,0.13013524191939,-5.69003036123814
"77","TC01000310.hg.1","NIPAL3","57185","NIPA like domain containing 3",0.180299883581436,6.64347798464032,2.65104429570296,0.0190283354883908,0.0537672927981824,-4.45456793193044
"78","TC01000311.hg.1","RCAN3","11123","RCAN family member 3",0.122337130545354,7.93799676376958,1.88584171271916,0.0803003119051951,0.140738156269086,-5.80137910266617
"79","TC01000312.hg.1","NCMAP","400746","non-compact myelin associated protein",-0.15764110011516,5.93696980551861,-1.68100066315098,0.11499290167487,0.178856757376994,-6.11888083271154
"80","TC01000314.hg.1","CLIC4","25932","chloride intracellular channel 4",0.297327277900349,8.54318024468052,2.86222679858134,0.0125743817533068,0.0395140440048058,-4.05262644856345
"81","TC01000319.hg.1","TMEM50A","23585","transmembrane protein 50A",0.0430765123199102,10.2400391228253,0.591037734396641,0.563944190529901,0.619514286641147,-7.3087984465977
"82","TC01000332.hg.1","EXTL1","2134","exostosin like glycosyltransferase 1",-0.137530146904686,6.23942592690022,-1.64649330517296,0.121983064429936,0.18637013362746,-6.17003599197602
"83","TC01000336.hg.1","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",-0.182428092605124,6.34464058727814,-2.04967056241548,0.0596745693851026,0.116117706302614,-5.53205325817295
"84","TC01000337.hg.1","CATSPER4","378807","cation channel sperm associated 4",-0.240251969972649,5.53910014260837,-2.64022183590005,0.0194341748242162,0.0547147491542655,-4.4749106614773
"85","TC01000346.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",0.724483238491713,8.73736629136718,7.35796932326425,3.63954483418947e-06,8.12169751962545e-05,4.27267392542038
"86","TC01000347.hg.1","RPS6KA1","6195","ribosomal protein S6 kinase A1",-0.280431009886813,7.31955373395892,-4.3792310479978,0.000633788410790947,0.00417797193173536,-1.05823402272733
"87","TC01000348.hg.1","MIR1976","100302190","microRNA 1976",-0.262234318549455,7.79265941847267,-1.77393392233659,0.0978812641344723,0.160347232080631,-5.97767918840681
"88","TC01000350.hg.1","PIGV","55650","phosphatidylinositol glycan anchor biosynthesis class V",0.244853273311552,7.06627772944036,3.5276304835901,0.00336024048221238,0.0147265226482064,-2.74626837434466
"89","TC01000352.hg.1","ZDHHC18","84243","zinc finger DHHC-type containing 18",-0.23794069482724,7.74251535838528,-3.56485499923859,0.00312111538778723,0.0139306860960077,-2.67228052398846
"90","TC01000353.hg.1","SFN","2810","stratifin",-1.18314790615684,9.64147794435529,-16.1310419939585,2.02486248432565e-10,3.99344065552767e-08,14.3649052549529
"91","TC01000356.hg.1","TRNP1","388610","TMF1 regulated nuclear protein 1",-0.0607176976042982,8.96770423387183,-0.819651158948669,0.426190103083337,0.491540097083726,-7.14261102489937
"92","TC01000358.hg.1","WDTC1","23038","WD and tetratricopeptide repeats 1",0.186805001439135,7.3646059392232,2.77978797615507,0.0147889945838016,0.0445584518325002,-4.21058969302958
"93","TC01000361.hg.1","SYTL1","84958","synaptotagmin like 1",-0.169763841093639,6.87053372110313,-2.00446307516029,0.0648191214265926,0.122281987178961,-5.60762288713552
"94","TC01000362.hg.1","GPR3","2827","G protein-coupled receptor 3",-0.301516774384434,7.16066554067929,-3.12092278738377,0.00753650637239031,0.0268261817525646,-3.54997648517366
"95","TC01000371.hg.1","SCARNA1","677774","small Cajal body-specific RNA 1",0.184174448865435,4.81463459663006,1.16695455966629,0.262778944704042,0.331842384476015,-6.79908327661142
"96","TC01000374.hg.1","XKR8","55113","XK related 8",-0.211266741204248,7.35203528937693,-2.65975628882295,0.0187076136717956,0.0530542999476028,-4.43817242808996
"97","TC01000377.hg.1","SESN2","83667","sestrin 2",-0.642401394506622,7.24025094850949,-7.91892945100388,1.57220210961104e-06,4.08285499592655e-05,5.14540890240076
"98","TC01000379.hg.1","PHACTR4","65979","phosphatase and actin regulator 4",0.515692207064861,8.52236108495769,5.54767720845907,7.26390043918147e-05,0.000824156553727933,1.16773230418615
"99","TC01000385.hg.1","RAB42","115273","RAB42, member RAS oncogene family",-1.00584841576564,7.17715500956125,-8.85536583742648,4.21374269650006e-07,1.4592592266808e-05,6.51419116948676
"100","TC01000388.hg.1","RNU11","26824","RNA, U11 small nuclear",0.212991489142759,8.37771377188486,2.62765529130153,0.0199159336758114,0.0557498083779084,-4.49849709114479
"101","TC01000392.hg.1","OPRD1","4985","opioid receptor delta 1",-0.196604671768982,7.55767509704881,-2.260846907222,0.0402744982972488,0.0903303897815704,-5.16772151613788
"102","TC01000394.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",0.367024332027282,7.32220638495234,3.96327718033952,0.00142211207026419,0.00768231014372988,-1.8799577366433
"103","TC01000410.hg.1","LINC01226","284551","long intergenic non-protein coding RNA 1226",-0.0075894170098918,5.08684372936916,-0.0627353055069542,0.950866806798974,0.95977499686961,-7.49099966406371
"104","TC01000411.hg.1","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-0.301331922259266,7.17127975628949,-3.906897964163,0.00158850663057479,0.00835995619781467,-1.99194794852487
"105","TC01000412.hg.1","HCRTR1","3061","hypocretin receptor 1",-0.254347671984442,6.28210798919823,-3.03661868545551,0.00890787593085891,0.0303875826242962,-3.71478094844886
"106","TC01000422.hg.1","IQCC","55721","IQ motif containing C",-0.134299359520583,6.81074800962487,-1.50216877787127,0.155335884270831,0.221668917019302,-6.3760199354873
"107","TC01000423.hg.1","DCDC2B","149069","doublecortin domain containing 2B",-0.17287623368085,6.08325774735488,-1.84978511486032,0.0856281965976579,0.146460340380765,-5.85889929382973
"108","TC01000425.hg.1","FAM167B","84734","family with sequence similarity 167 member B",-0.362725092150947,6.1129067689729,-3.0977947304399,0.00789040053326068,0.0278776101086197,-3.59527205958077
"109","TC01000427.hg.1","HDAC1","3065","histone deacetylase 1",0.242103916388978,8.13855468850974,3.10227702930596,0.007820550215854,0.0277020127657104,-3.58649830894802
"110","TC01000435.hg.1","S100PBP","64766","S100P binding protein",0.447263449580255,7.81579682583982,6.2547611674798,2.13867454564749e-05,0.000321519599653154,2.43353915505406
"111","TC01000436.hg.1","HPCA","3208","hippocalcin",-0.148900825786643,7.11993469661248,-1.60016622983115,0.131944855071756,0.196818432280317,-6.23758250221485
"112","TC01000451.hg.1","GJA4","2701","gap junction protein alpha 4",-0.185895190865748,6.53617103591154,-1.54834908173397,0.143908047248589,0.209937122846377,-6.31155132497215
"113","TC01000456.hg.1","ZMYM4","9202","zinc finger MYM-type containing 4",0.388805804306076,8.16808479076192,3.6705930197154,0.00253139739630397,0.0118963409141329,-2.46196781555429
"114","TC01000459.hg.1","TFAP2E","339488","transcription factor AP-2 epsilon",-0.162862964475582,6.61956569431899,-1.51320559306288,0.152537219493821,0.218883103468998,-6.36073926095591
"115","TC01000462.hg.1","AGO4","192670","argonaute RISC component 4",0.330742351124472,6.34645559834715,3.13467654714788,0.00733357094568242,0.0262829947493119,-3.52301232518575
"116","TC01000464.hg.1","AGO1","26523","argonaute RISC component 1",0.0542372392977208,5.18425061213376,0.477809911427499,0.640181746292521,0.69050378196698,-7.37213401828561
"117","TC01000466.hg.1","TEKT2","27285","tektin 2",-0.155340209170717,6.44628198029305,-1.5924319975283,0.133674442847461,0.198752340528119,-6.2487304665315
"118","TC01000472.hg.1","MIR4255","100422898","microRNA 4255",-0.0997455582682276,4.40031168751726,-0.671177045922353,0.513062435716993,0.572866052787002,-7.25627259884709
"119","TC01000486.hg.1","MIR3659","100500801","microRNA 3659",-0.044640817086413,4.43695328545407,-0.45040064962863,0.659338177162366,0.707754523013035,-7.38551737731049
"120","TC01000492.hg.1","NDUFS5","4725","NADH:ubiquinone oxidoreductase subunit S5",0.266867200269703,9.47104341298286,3.56593828976425,0.00311441947668136,0.0139061339334859,-2.67012684419535
"121","TC01000494.hg.1","KIAA0754","643314","KIAA0754",-0.621960605899015,7.31967634772621,-4.44090426686657,0.000563007951880866,0.00381991867526866,-0.937334877931987
"122","TC01000497.hg.1","OXCT2P1","192217","3-oxoacid CoA-transferase 2 pseudogene 1",-0.374217989362617,6.35157408908401,-3.13432231143368,0.00733872893954231,0.0262829947493119,-3.52370705620279
"123","TC01000504.hg.1","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-0.139501561754841,9.34833345380457,-2.0659873240292,0.0579118533327111,0.113860687486058,-5.5045554819947
"124","TC01000505.hg.1","RLF","6018","rearranged L-myc fusion",0.126769326266456,7.61166885331325,1.01733805066356,0.326303241529255,0.39439747776404,-6.95982173819515
"125","TC01000508.hg.1","ZMPSTE24","10269","zinc metallopeptidase STE24",0.254214941135277,8.83528000605213,3.39644807143567,0.00435990145182355,0.0177632399486761,-3.00662479285046
"126","TC01000518.hg.1","KCNQ4","9132","potassium voltage-gated channel subfamily Q member 4",-0.193796017909493,6.85396363267502,-2.10038690004852,0.0543518655338065,0.109342722571122,-5.44620794575861
"127","TC01000520.hg.1","CTPS1","1503","CTP synthase 1",-0.156569388388828,8.19288537454721,-2.00581709155513,0.0646593100447793,0.122059657962533,-5.60537287472321
"128","TC01000521.hg.1","SLFNL1-AS1","100507178","SLFNL1 antisense RNA 1",-0.318134495130017,6.03738154141947,-3.53316855711442,0.00332352821264213,0.0145989332889029,-2.73526319680227
"129","TC01000534.hg.1","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",0.247979960058455,6.09244726369407,3.3627968744599,0.00466134434893022,0.0186839141729769,-3.07328268419387
"130","TC01000544.hg.1","MPL","4352","MPL proto-oncogene, thrombopoietin receptor",-0.210164553163181,6.43614592738416,-2.1144093099223,0.0529596271045382,0.107782801864825,-5.42228011113079
"131","TC01000549.hg.1","KDM4A","9682","lysine demethylase 4A",0.0383737224896388,7.50691532330061,0.418063563834696,0.682261054155415,0.727944998008596,-7.40031859518205
"132","TC01000552.hg.1","ARTN","9048","artemin",-0.149600983252665,6.96422519520736,-1.73619988941628,0.104537845814579,0.167664007429145,-6.03560275442138
"133","TC01000566.hg.1","PLK3","1263","polo like kinase 3",-0.409500041803128,6.66631666318724,-5.29597143340425,0.000114132017222329,0.00116311026101701,0.701315204410824
"134","TC01000574.hg.1","AKR1A1","10327","aldo-keto reductase family 1 member A1",0.324452186269907,7.91394610461689,4.75360365845862,0.000310852543052617,0.00249798355729299,-0.329329947387643
"135","TC01000575.hg.1","NASP","4678","nuclear autoantigenic sperm protein",0.274181131841203,7.85850890612736,3.29594007507701,0.00532359470632194,0.0206895391440311,-3.20551086376536
"136","TC01000580.hg.1","TSPAN1","10103","tetraspanin 1",-0.190762406496241,5.32613242042872,-2.41741880927411,0.0299018413097708,0.0737000265792189,-4.88701326381025
"137","TC01000584.hg.1","NSUN4","387338","NOP2/Sun RNA methyltransferase 4",0.211409815679654,7.27510860058402,3.19657725950715,0.0064854174060975,0.0239950133346107,-3.40141641856352
"138","TC01000586.hg.1","FAAHP1","729041","fatty acid amide hydrolase pseudogene 1",-0.268733403312143,5.58760666139043,-2.38683988727331,0.0317040688889615,0.0766426810200629,-4.9424674283743
"139","TC01000588.hg.1","DMBX1","127343","diencephalon/mesencephalon homeobox 1",-0.0974303951495497,6.74798051615063,-0.826473527918063,0.422438923163689,0.488032212098881,-7.13689032346355
"140","TC01000590.hg.1","TEX38","374973","testis expressed 38",-0.224904020521399,6.51496346685309,-2.27007225310137,0.0395793342117004,0.0893261281568651,-5.1514138164683
"141","TC01000598.hg.1","CMPK1","51727","cytidine/uridine monophosphate kinase 1",0.306373646976175,8.57193421683755,3.7740880645264,0.00206326666342001,0.0101859019497477,-2.25604458441034
"142","TC01000599.hg.1","FOXE3","2301","forkhead box E3",-0.168207074463375,6.86212659213418,-1.53349788007459,0.147502706603015,0.213661333752356,-6.33243550349767
"143","TC01000600.hg.1","FOXD2","2306","forkhead box D2",-0.285073129268818,5.77153746692117,-2.17659667798617,0.0471749177679597,0.100194220022167,-5.31519543822415
"144","TC01000606.hg.1","SLC5A9","200010","solute carrier family 5 member 9",-0.152859966054643,5.83187048477176,-1.28894169843177,0.218371395290626,0.28653242620678,-6.65472630066855
"145","TC01000619.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",-0.023791463374506,6.82335697262076,-0.345349031924982,0.734981182411048,0.775361834862643,-7.42966227545429
"146","TC01000639.hg.1","ZFYVE9","9372","zinc finger FYVE-type containing 9",0.374971020837502,6.49387238391797,3.64345770629013,0.00267104684222137,0.0123589274923794,-2.51595402851805
"147","TC01000641.hg.1","PRPF38A","84950","pre-mRNA processing factor 38A",0.280132351982667,8.44799985556021,2.96339070341877,0.0102975184658717,0.0338938548130586,-3.85719551613165
"148","TC01000645.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",0.493820651927796,7.65276228840828,4.96307064286702,0.000210168556878454,0.00185688787231412,0.0726153874867279
"149","TC01000648.hg.1","SCP2","6342","sterol carrier protein 2",0.806358835899427,7.61119873093981,7.69641283062664,2.18302025817067e-06,5.34771025769976e-05,4.80411224940562
"150","TC01000651.hg.1","CPT2","1376","carnitine palmitoyltransferase 2",0.435356920291395,6.82870123703822,4.96044434128979,0.000211195351571387,0.00186171902339747,0.0676048713631365
"151","TC01000652.hg.1","LOC100507564","100507564","uncharacterized LOC100507564",0.251997034144536,5.32896815715632,2.74982951165555,0.0156847090722082,0.0465936366515737,-4.26767376594437
"152","TC01000657.hg.1","DMRTB1","63948","DMRT like family B with proline rich C-terminal 1",-0.109144773154224,6.7150395401361,-0.912501788892189,0.376996211386739,0.444514126366784,-7.06110199643631
"153","TC01000663.hg.1","MRPL37","51253","mitochondrial ribosomal protein L37",0.164407841973286,8.73375564052041,2.28518140923755,0.0384651403329721,0.0874692931237959,-5.12463970466356
"154","TC01000668.hg.1","ACOT11","26027","acyl-CoA thioesterase 11",-0.119497674595302,6.54268597338506,-1.40569241965848,0.181683106691439,0.24847026615737,-6.50609577705752
"155","TC01000671.hg.1","LEXM","163747","lymphocyte expansion molecule",-0.150660164585185,5.8371423166389,-1.49420750354708,0.157381420800372,0.223573460192056,-6.38699239855014
"156","TC01000676.hg.1","LOC100507634","100507634","uncharacterized LOC100507634",-0.244504063698495,6.09012321082824,-2.62432887432636,0.020045378723582,0.055909731089828,-4.50473422056373
