"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"21","TC01000072.hg.1","CCDC27","148870","coiled-coil domain containing 27",-0.0319413022060733,6.28813892014777,-0.298136967449535,0.769990469385459,0.906123703845905,-7.85124598605594
"22","TC01000073.hg.1","SMIM1","388588","small integral membrane protein 1 (Vel blood group)",-0.0256210172504012,7.65001031027939,-0.260583419563342,0.798218744093678,0.918429082000794,-7.86241058123453
"23","TC01000077.hg.1","LINC01777","284661","long intergenic non-protein coding RNA 1777",-0.016264225955033,4.92980852277163,-0.152320335195996,0.881114137610546,0.954582783975524,-7.8862527479709
"24","TC01000081.hg.1","AJAP1","55966","adherens junctions associated protein 1",-0.0765262506457303,4.35433609692582,-0.570452938903936,0.577438790638792,0.816313663937916,-7.72652935046418
"25","TC01000084.hg.1","KCNAB2","8514","potassium voltage-gated channel subfamily A regulatory beta subunit 2",-0.227697814450058,7.73477188498408,-3.42125585163546,0.00415026798340664,0.0465666074505224,-3.35242784709806
"26","TC01000088.hg.1","ESPN","83715","espin",-0.0450661507544616,7.48166571507638,-0.466766164252247,0.647869282638157,0.850858574805597,-7.78297712531032
"27","TC01000110.hg.1","CA6","765","carbonic anhydrase 6",-0.0279591333815885,5.54453954311204,-0.323006097675531,0.751478611897605,0.899147056867921,-7.84303707174553
"28","TC01000113.hg.1","H6PD","9563","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",-0.143242388921742,7.31049876807802,-2.14043014020776,0.0504633042745291,0.266541538147263,-5.77907536387169
"29","TC01000115.hg.1","SPSB1","80176","splA/ryanodine receptor domain and SOCS box containing 1",0.191068973414326,7.89145076988855,2.88634892973782,0.0119902347095389,0.100953958813454,-4.40420278043617
"30","TC01000116.hg.1","SLC25A33","84275","solute carrier family 25 member 33",-0.108890602474002,6.67236021544639,-0.85366438325992,0.40770283926512,0.739365767228502,-7.51856063214492
"31","TC01000125.hg.1","UBE4B","10277","ubiquitination factor E4B",-0.535941993980015,7.95914022267156,-5.99507887542766,3.32409250465293e-05,0.000895350471855127,1.6032582279851
"32","TC01000127.hg.1","KIF1B","23095","kinesin family member 1B",-0.158197456096712,7.27426692455692,-1.7472057493392,0.102556227310197,0.400152936776278,-6.42158459823891
"33","TC01000139.hg.1","ANGPTL7","10218","angiopoietin like 7",-0.0115106755898884,5.74057355017177,-0.119582592541586,0.906517921282894,0.963886693599184,-7.89100951497093
"34","TC01000145.hg.1","FBXO6","26270","F-box protein 6",0.214670881071158,7.63496977506667,3.02577026612175,0.00910140126302525,0.0832345354983353,-4.13320682344747
"35","TC01000146.hg.1","DRAXIN","374946","dorsal inhibitory axon guidance protein",-0.0542816795023908,6.49743305731849,-0.562154982231893,0.582926038899414,0.819808114546334,-7.73144526623173
"36","TC01000151.hg.1","PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-0.0272442435258338,8.3440603300443,-0.380686138152613,0.70916710421958,0.878979235928799,-7.82151044527864
"37","TC01000154.hg.1","TNFRSF8","943","TNF receptor superfamily member 8",-0.0373678077523207,6.84947554893236,-0.359696942582005,0.72445762225306,0.885921532152691,-7.8297448666704
"38","TC01000160.hg.1","AADACL3","126767","arylacetamide deacetylase like 3",-0.0348926500486506,4.84631886457331,-0.294185373403937,0.772945712638688,0.90754319123595,-7.85249061290108
"39","TC01000163.hg.1","PRAMEF12","390999","PRAME family member 12",-0.0414655401725037,5.66671054578294,-0.348699726334692,0.7325185513471,0.889622958606098,-7.83387629393146
"40","TC01000164.hg.1","PRAMEF1","65121","PRAME family member 1",0.118813896418403,4.5187870375439,1.29614617119135,0.215947236695007,0.584091596044421,-7.04987980947006
"41","TC01000165.hg.1","PRAMEF2","65122","PRAME family member 2",-0.14212202289632,4.16173302468843,-0.998355542571827,0.335100694200645,0.694060462392081,-7.3835244454351
"42","TC01000168.hg.1","PRAMEF22","653606","PRAME family member 22",-0.114000239089322,5.49587780133266,-0.757022983099322,0.461624480750991,0.767947914938692,-7.59813802937376
"43","TC01000178.hg.1","PRAMEF17","391004","PRAME family member 17",-0.00141117898697551,5.46862729952323,-0.0115134714035182,0.990976725865165,0.996371310996894,-7.8985865552364
"44","TC01000181.hg.1","PDPN","10630","podoplanin",-0.0581466404152993,5.84389269310904,-0.569194261556449,0.578269385329935,0.816525394820457,-7.72727944714204
"45","TC01000184.hg.1","KAZN","23254","kazrin, periplakin interacting protein",-0.00416677180931835,6.64675786691832,-0.0470261748883496,0.963158585307435,0.98544797868206,-7.89747423362493
"46","TC01000185.hg.1","TMEM51","55092","transmembrane protein 51",0.142139716776769,6.95593749557887,2.16433330644607,0.0482669040039697,0.259811860004642,-5.7377546167261
"47","TC01000187.hg.1","EFHD2","79180","EF-hand domain family member D2",-0.0467763376579153,9.04025158749431,-0.656873420145238,0.521946128726962,0.794447431098197,-7.67127359021712
"48","TC01000188.hg.1","CTRC","11330","chymotrypsin C",-0.0643026833265301,6.67383251333435,-0.557344390570766,0.586119501241217,0.820223175596067,-7.73426365700706
"49","TC01000190.hg.1","DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16",-0.0156511241619874,6.53785712066303,-0.18382944872622,0.856791049273524,0.945077320063202,-7.88059667326572
"50","TC01000195.hg.1","SLC25A34","284723","solute carrier family 25 member 34",-0.111882810294222,7.16348113731764,-1.08680485813713,0.295535206638006,0.662619032910037,-7.29198626635976
"51","TC01000196.hg.1","TMEM82","388595","transmembrane protein 82",-0.0693416808111476,7.25529669708647,-0.762750057693257,0.458309844180736,0.766299814090842,-7.59366588652909
"52","TC01000197.hg.1","FBLIM1","54751","filamin binding LIM protein 1",-0.0998287002196676,6.81321202715421,-1.02512764539485,0.322741757895695,0.685395445071717,-7.35652020057302
"53","TC01000198.hg.1","SPEN","23013","spen family transcriptional repressor",0.0352943366348342,7.93341409219489,0.398142180069186,0.696548498042421,0.87304355975652,-7.81431398258619
"54","TC01000200.hg.1","SRARP","149563","steroid receptor associated and regulated protein",-0.155537485296739,5.94013824032503,-1.69572976480408,0.112117241628304,0.419619242067207,-6.49978613074692
"55","TC01000206.hg.1","NECAP2","55707","NECAP endocytosis associated 2",0.0649997562585929,7.5015314087979,0.858205250259133,0.405275415903368,0.737912772248439,-7.51460883429469
"56","TC01000230.hg.1","PADI1","29943","peptidyl arginine deiminase 1",-0.120156047538162,6.44941029908496,-1.53973548362046,0.145983746019456,0.481807471207462,-6.72709227031326
"57","TC01000231.hg.1","PADI3","51702","peptidyl arginine deiminase 3",-0.336183749440425,7.40082140500025,-4.5244395074865,0.000479882219360912,0.00855116310028113,-1.16115185545347
"58","TC01000233.hg.1","PADI6","353238","peptidyl arginine deiminase 6",-0.0375782228898567,5.63499409796811,-0.350502795168855,0.731194628010844,0.888954204527654,-7.83320755448159
"59","TC01000239.hg.1","IGSF21","84966","immunoglobin superfamily member 21",-0.0487611456399897,6.70843488078566,-0.462144955373046,0.65109858467573,0.852194928107073,-7.78523912752778
"60","TC01000251.hg.1","HTR6","3362","5-hydroxytryptamine receptor 6",-0.103757671412763,6.65019269067994,-0.919686537434111,0.373357619500556,0.721108690032052,-7.45926032952758
"61","TC01000255.hg.1","PLA2G2F","64600","phospholipase A2 group IIF",-0.0856751345367464,6.04442462825034,-0.837249964895362,0.416557568321364,0.744454490389978,-7.53268791695284
"62","TC01000257.hg.1","UBXN10","127733","UBX domain protein 10",-0.0745970985383932,6.07787061142514,-0.511028996000373,0.617317937148988,0.833888033046857,-7.76020930466109
"63","TC01000259.hg.1","VWA5B1","127731","von Willebrand factor A domain containing 5B1",-0.060086722994023,6.07991165178039,-0.650131704516821,0.526163561439632,0.795242650171237,-7.67584840966263
"64","TC01000262.hg.1","PINK1","65018","PTEN induced kinase 1",-0.187925834835488,7.15454566646047,-2.93292072087757,0.0109368576325852,0.0939197604522225,-4.31400920736452
"65","TC01000272.hg.1","ALPL","249","alkaline phosphatase, biomineralization associated",-0.0203483065072918,6.61071230992692,-0.220537027983758,0.828646096025022,0.931611859488196,-7.87267746470717
"66","TC01000274.hg.1","LDLRAD2","401944","low density lipoprotein receptor class A domain containing 2",-0.00125561891568626,6.50268730582012,-0.0135971390011369,0.989343824999655,0.995726620034397,-7.89855855808653
"67","TC01000279.hg.1","LINC00339","29092","long intergenic non-protein coding RNA 339",-0.129021741042847,6.55694798602228,-1.37717209893264,0.190144263017935,0.554035553482889,-6.94715281820317
"68","TC01000284.hg.1","EPHA8","2046","EPH receptor A8",-0.0712169519934971,7.52587640819617,-0.69883006606741,0.496138253084773,0.78098819167944,-7.64180900186902
"69","TC01000285.hg.1","C1QA","712","complement C1q A chain",-0.0228731056288005,6.7803771468125,-0.230481912335858,0.821061131892442,0.92890320196034,-7.8702861030722
"70","TC01000286.hg.1","C1QC","714","complement C1q C chain",-0.0798822913233135,6.91225300286268,-0.703079082161264,0.493567345709015,0.779976692608347,-7.63873009950965
"71","TC01000288.hg.1","EPHB2","2048","EPH receptor B2",-0.0916297294692026,7.45948706033378,-1.19516985676645,0.251932853629706,0.621349875717795,-7.17098853159381
"72","TC01000293.hg.1","MIR3115","100422866","microRNA 3115",0.153826283848296,2.87760264163757,1.27793791188526,0.222115772511345,0.591115788378667,-7.07229532659648
"73","TC01000300.hg.1","ELOA","6924","elongin A",0.0739065019331937,7.94347058252661,0.969315833049806,0.348885046288977,0.703940766190139,-7.41211440633786
"74","TC01000304.hg.1","MIR378F","100616492","microRNA 378f",0.0249305488501519,3.96035112062493,0.237994996925744,0.815343153650576,0.926587844113498,-7.86841010246719
"75","TC01000305.hg.1","PNRC2","55629","proline rich nuclear receptor coactivator 2",0.27339424093177,8.35255570291772,3.61966913131009,0.00279986885045027,0.0350075908149567,-2.95699812138885
"76","TC01000308.hg.1","LINC02800","284632","long intergenic non-protein coding RNA 2800",-0.20783416937443,5.98467637438637,-1.82976029963473,0.0887221785800604,0.36963723059621,-6.29308171599226
"77","TC01000310.hg.1","NIPAL3","57185","NIPA like domain containing 3",-0.321458857984296,6.64347798464032,-4.7265791570938,0.000327080506327694,0.00622898325962201,-0.766924677011519
"78","TC01000311.hg.1","RCAN3","11123","RCAN family member 3",-0.161701133372491,7.93799676376958,-2.49264259304133,0.025874899434348,0.170522024829903,-5.14933557415288
"79","TC01000312.hg.1","NCMAP","400746","non-compact myelin associated protein",-0.0776895995354652,5.93696980551861,-0.82844047804569,0.421361424293793,0.746483788873906,-7.54016764256976
"80","TC01000314.hg.1","CLIC4","25932","chloride intracellular channel 4",0.348158882759609,8.54318024468052,3.35155822713541,0.00476660272435684,0.051738982556545,-3.49093788606262
"81","TC01000319.hg.1","TMEM50A","23585","transmembrane protein 50A",0.630814108379974,10.2400391228253,8.65517938577425,5.53651995791562e-07,2.47780562424255e-05,5.89192614330541
"82","TC01000332.hg.1","EXTL1","2134","exostosin like glycosyltransferase 1",-0.0301497427691846,6.23942592690022,-0.360948859136702,0.723542096533192,0.885530437627425,-7.82926656281693
"83","TC01000336.hg.1","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",-0.0510041962124905,6.34464058727814,-0.573057570484451,0.575721991304763,0.815639853216515,-7.72497212433193
"84","TC01000337.hg.1","CATSPER4","378807","cation channel sperm associated 4",-0.0352721071124309,5.53910014260837,-0.38761882954403,0.704144735175976,0.876537713551585,-7.81869015054233
"85","TC01000346.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",-0.0695808326893577,8.73736629136718,-0.706674226834211,0.491398267291435,0.779558670669615,-7.63611142645914
"86","TC01000347.hg.1","RPS6KA1","6195","ribosomal protein S6 kinase A1",-0.10630777240525,7.31955373395892,-1.66010990634901,0.119181825238257,0.434720009385733,-6.55299745693318
"87","TC01000348.hg.1","MIR1976","100302190","microRNA 1976",0.0355913587763412,7.79265941847267,0.240764515585312,0.813238091004171,0.925642025523285,-7.8677035034462
"88","TC01000350.hg.1","PIGV","55650","phosphatidylinositol glycan anchor biosynthesis class V",-0.0457189026581144,7.06627772944036,-0.658677715481632,0.52082069262062,0.793804177677504,-7.6700416984784
"89","TC01000352.hg.1","ZDHHC18","84243","zinc finger DHHC-type containing 18",-0.0926326943581417,7.74251535838528,-1.3878337365339,0.186944246078629,0.549660773435241,-6.93328086765777
"90","TC01000353.hg.1","SFN","2810","stratifin",-0.00658639498560376,9.64147794435529,-0.0897989283915344,0.929722828677007,0.971950788396035,-7.89434378905004
"91","TC01000356.hg.1","TRNP1","388610","TMF1 regulated nuclear protein 1",-0.163636048830771,8.96770423387183,-2.20898489834087,0.0444007446997391,0.246357959514197,-5.65996185480987
"92","TC01000358.hg.1","WDTC1","23038","WD and tetratricopeptide repeats 1",-0.180322757335026,7.3646059392232,-2.68332768825975,0.0178659106004611,0.132339136616596,-4.79277227912674
"93","TC01000361.hg.1","SYTL1","84958","synaptotagmin like 1",-0.0705075507646082,6.87053372110313,-0.832508154370116,0.41913882928399,0.745852923858818,-7.53672286766948
"94","TC01000362.hg.1","GPR3","2827","G protein-coupled receptor 3",-0.161094877363789,7.16066554067929,-1.66745175196925,0.117694774709959,0.43227478352118,-6.54209121292497
"95","TC01000371.hg.1","SCARNA1","677774","small Cajal body-specific RNA 1",0.105955641533957,4.81463459663006,0.671349472047335,0.512955880953549,0.790210653493912,-7.66130063780268
"96","TC01000374.hg.1","XKR8","55113","XK related 8",-0.0287744413197251,7.35203528937693,-0.362257688177786,0.72258542031021,0.88502741852718,-7.828764771231
"97","TC01000377.hg.1","SESN2","83667","sestrin 2",-0.00259509202210495,7.24025094850949,-0.0319898910831213,0.974933047567135,0.98973311302488,-7.89810991368349
"98","TC01000379.hg.1","PHACTR4","65979","phosphatase and actin regulator 4",0.843177738235989,8.52236108495769,9.07067792960371,3.15698867597358e-07,1.52426225035803e-05,6.48211083401382
"99","TC01000385.hg.1","RAB42","115273","RAB42, member RAS oncogene family",0.0658758127670831,7.17715500956125,0.579962559712628,0.571183677017601,0.81379861219258,-7.72081111559377
"100","TC01000388.hg.1","RNU11","26824","RNA, U11 small nuclear",0.11565773509864,8.37771377188486,1.42685823191835,0.175606224102545,0.531292695715369,-6.88181939715967
"101","TC01000392.hg.1","OPRD1","4985","opioid receptor delta 1",-0.142825871046366,7.55767509704881,-1.6424199177011,0.122832075622225,0.440948810778039,-6.57914297268589
"102","TC01000394.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",-0.21057014050203,7.32220638495234,-2.27382154230186,0.0393000505014024,0.227496242960052,-5.54565779553842
"103","TC01000410.hg.1","LINC01226","284551","long intergenic non-protein coding RNA 1226",-0.01515176919946,5.08684372936916,-0.125246888985026,0.902114114840995,0.962850838404863,-7.89026824593243
"104","TC01000411.hg.1","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-0.0854903510428393,7.17127975628949,-1.10841916760971,0.286414967808243,0.652427390707575,-7.268616998865
"105","TC01000412.hg.1","HCRTR1","3061","hypocretin receptor 1",-0.0979190047959584,6.28210798919823,-1.16904030339544,0.261965100390033,0.632018641538135,-7.20103208724459
"106","TC01000422.hg.1","IQCC","55721","IQ motif containing C",-0.175759075892989,6.81074800962487,-1.96590510316983,0.0695243180628481,0.323875328654857,-6.07340073602535
"107","TC01000423.hg.1","DCDC2B","149069","doublecortin domain containing 2B",-0.103421180377531,6.08325774735488,-1.10661226213903,0.287169230355243,0.653125669206444,-7.27058541632964
"108","TC01000425.hg.1","FAM167B","84734","family with sequence similarity 167 member B",-0.0834937279412555,6.1129067689729,-0.713064621218895,0.487556779033723,0.77749335268711,-7.63142604184874
"109","TC01000427.hg.1","HDAC1","3065","histone deacetylase 1",-0.140806407473542,8.13855468850974,-1.80426855541835,0.0928051962798978,0.37837465448945,-6.33315674534311
"110","TC01000435.hg.1","S100PBP","64766","S100P binding protein",0.200338257407462,7.81579682583982,2.80163280493574,0.0141675419902142,0.113301387352668,-4.56731578818533
"111","TC01000436.hg.1","HPCA","3208","hippocalcin",-0.0433959050530381,7.11993469661248,-0.466355115305611,0.648156227076024,0.851043315081992,-7.78317921070567
"112","TC01000451.hg.1","GJA4","2701","gap junction protein alpha 4",-0.0807901262587336,6.53617103591154,-0.672913146506418,0.511990156441635,0.789779381272785,-7.66021117835966
"113","TC01000456.hg.1","ZMYM4","9202","zinc finger MYM-type containing 4",0.111480762145371,8.16808479076192,1.05245472889397,0.310470484145893,0.675542651362197,-7.32832377175154
"114","TC01000459.hg.1","TFAP2E","339488","transcription factor AP-2 epsilon",-0.0101505970176232,6.61956569431899,-0.0943120508057423,0.926201768213094,0.970237775853813,-7.89389943846307
"115","TC01000462.hg.1","AGO4","192670","argonaute RISC component 4",-0.120288970877381,6.34645559834715,-1.14006269414217,0.27344602398403,0.642965825954048,-7.23371084636198
"116","TC01000464.hg.1","AGO1","26523","argonaute RISC component 1",-0.84427082969028,5.18425061213376,-7.43771208819778,3.22234250136319e-06,0.000117172429205819,4.04332333800166
"117","TC01000466.hg.1","TEKT2","27285","tektin 2",-0.0347716086678531,6.44628198029305,-0.35645260518073,0.726832238425751,0.886727518634842,-7.83097679704081
"118","TC01000472.hg.1","MIR4255","100422898","microRNA 4255",-0.322253119654382,4.40031168751726,-2.16840629942904,0.047901640710015,0.25864663169454,-5.73069094722417
"119","TC01000486.hg.1","MIR3659","100500801","microRNA 3659",0.101216021416751,4.43695328545407,1.02121253091501,0.324528257696026,0.687244431504166,-7.3605077150383
"120","TC01000492.hg.1","NDUFS5","4725","NADH:ubiquinone oxidoreductase subunit S5",0.0360902883671326,9.47104341298286,0.482246379648485,0.637105495886655,0.845831882015131,-7.77524104236614
"121","TC01000494.hg.1","KIAA0754","643314","KIAA0754",-0.354988080452072,7.31967634772621,-2.53467513249922,0.0238565845058362,0.16111155966913,-5.07154700586015
"122","TC01000497.hg.1","OXCT2P1","192217","3-oxoacid CoA-transferase 2 pseudogene 1",-0.364583279130257,6.35157408908401,-3.05362526291146,0.00861265601095066,0.0801094047509367,-4.07873332285938
"123","TC01000504.hg.1","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-0.00965353646872558,9.34833345380457,-0.142966743350804,0.888359769046218,0.957299869412356,-7.88772837501697
"124","TC01000505.hg.1","RLF","6018","rearranged L-myc fusion",0.123708628331923,7.61166885331325,0.99277560671838,0.337718715514374,0.69663091184635,-7.38907488257411
"125","TC01000508.hg.1","ZMPSTE24","10269","zinc metallopeptidase STE24",0.104433517758075,8.83528000605213,1.39528785522447,0.184733266334947,0.546543678381248,-6.92353415363673
"126","TC01000518.hg.1","KCNQ4","9132","potassium voltage-gated channel subfamily Q member 4",-0.0154802799837999,6.85396363267502,-0.167777324001784,0.869165093751152,0.950803379042717,-7.88361008826352
"127","TC01000520.hg.1","CTPS1","1503","CTP synthase 1",0.00709085013304822,8.19288537454721,0.0908411825382016,0.928909541400365,0.971871881935878,-7.89424310358394
"128","TC01000521.hg.1","SLFNL1-AS1","100507178","SLFNL1 antisense RNA 1",-0.127626073186255,6.03738154141947,-1.41740187170012,0.178300137385278,0.535406554481316,-6.89438766515428
"129","TC01000534.hg.1","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",0.0295468878553242,6.09244726369407,0.400678272980122,0.694722834378513,0.872791503004576,-7.81324220368415
"130","TC01000544.hg.1","MPL","4352","MPL proto-oncogene, thrombopoietin receptor",-0.0708737608066636,6.43614592738416,-0.713041935109108,0.487570384544332,0.77749335268711,-7.63144274449186
"131","TC01000549.hg.1","KDM4A","9682","lysine demethylase 4A",0.200976056689669,7.50691532330061,2.18953911828109,0.0460474806766135,0.25282335009045,-5.69393597708715
"132","TC01000552.hg.1","ARTN","9048","artemin",-0.0124112078852949,6.96422519520736,-0.144038744194468,0.887528819421246,0.957299869412356,-7.88756398431481
"133","TC01000566.hg.1","PLK3","1263","polo like kinase 3",-0.11263319963948,6.66631666318724,-1.45665969926904,0.167336184325289,0.521011001848631,-6.84180552859843
"134","TC01000574.hg.1","AKR1A1","10327","aldo-keto reductase family 1 member A1",-0.120906358876534,7.91394610461689,-1.77141943931388,0.0983128815806259,0.391231339861679,-6.3842808375312
"135","TC01000575.hg.1","NASP","4678","nuclear autoantigenic sperm protein",0.105937119293401,7.85850890612736,1.27347346833318,0.223649420461341,0.593745073348884,-7.07775312266215
"136","TC01000580.hg.1","TSPAN1","10103","tetraspanin 1",-0.0250261496599675,5.32613242042872,-0.31714154808016,0.755830215995316,0.899819970669276,-7.84503126568319
"137","TC01000584.hg.1","NSUN4","387338","NOP2/Sun RNA methyltransferase 4",0.0764632379329537,7.27510860058402,1.15614616463755,0.26702736915546,0.637490863252551,-7.2156566996928
"138","TC01000586.hg.1","FAAHP1","729041","fatty acid amide hydrolase pseudogene 1",-0.104015911611296,5.58760666139043,-0.923849896161081,0.371260238171166,0.719710315787559,-7.45538926988493
"139","TC01000588.hg.1","DMBX1","127343","diencephalon/mesencephalon homeobox 1",0.0724327810791383,6.74798051615063,0.614426083600554,0.548818852933642,0.804109496790751,-7.6993349116095
"140","TC01000590.hg.1","TEX38","374973","testis expressed 38",-0.11211228093285,6.51496346685309,-1.13160706325992,0.276867177325721,0.644844952614537,-7.24311840174799
"141","TC01000598.hg.1","CMPK1","51727","cytidine/uridine monophosphate kinase 1",-0.0519885454798175,8.57193421683755,-0.640425019984586,0.532269618927124,0.796926598496629,-7.68235714994003
"142","TC01000599.hg.1","FOXE3","2301","forkhead box E3",-0.00776850632225212,6.86212659213418,-0.0708233468451032,0.944543086182703,0.977125120094411,-7.89597394899799
"143","TC01000600.hg.1","FOXD2","2306","forkhead box D2",-0.00515336523243093,5.77153746692117,-0.0393470884966552,0.969170912069877,0.987674963465151,-7.89782909879621
"144","TC01000606.hg.1","SLC5A9","200010","solute carrier family 5 member 9",-0.0254744656732653,5.83187048477176,-0.214805104953398,0.833025962583873,0.93292493750009,-7.87400819533557
"145","TC01000619.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",0.00397202159079679,6.82335697262076,0.05765655477236,0.954839467201332,0.982448672769891,-7.89687888595958
"146","TC01000639.hg.1","ZFYVE9","9372","zinc finger FYVE-type containing 9",-0.0885065548935993,6.49387238391797,-0.859986163101444,0.404326011815055,0.737051094627312,-7.51305380303302
"147","TC01000641.hg.1","PRPF38A","84950","pre-mRNA processing factor 38A",0.0884252956459637,8.44799985556021,0.935410341610664,0.365479052691707,0.716427603962383,-7.44455945655302
"148","TC01000645.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.265683085852412,7.65276228840828,-2.67020813842599,0.0183297509138116,0.134734669382888,-4.81758979266949
"149","TC01000648.hg.1","SCP2","6342","sterol carrier protein 2",-0.0994873083897767,7.61119873093981,-0.949571534019983,0.358482721382863,0.71188015768495,-7.43113159423602
"150","TC01000651.hg.1","CPT2","1376","carnitine palmitoyltransferase 2",-0.079627444500221,6.82870123703822,-0.907272833100053,0.379659544608761,0.725300108636954,-7.47071046607537
"151","TC01000652.hg.1","LOC100507564","100507564","uncharacterized LOC100507564",-0.162196113921521,5.32896815715632,-1.76990837313358,0.0985730703675376,0.39146629583504,-6.38661832951103
"152","TC01000657.hg.1","DMRTB1","63948","DMRT like family B with proline rich C-terminal 1",0.00134926753631781,6.7150395401361,0.0112805130745421,0.991159290293974,0.996468766360868,-7.89858939660452
"153","TC01000663.hg.1","MRPL37","51253","mitochondrial ribosomal protein L37",-0.0484675225611522,8.73375564052041,-0.673672740784121,0.511521411771367,0.789503004028602,-7.65968108887034
"154","TC01000668.hg.1","ACOT11","26027","acyl-CoA thioesterase 11",-0.0743631076676099,6.54268597338506,-0.874758919825173,0.39650770496738,0.733422240300531,-7.50004318381958
"155","TC01000671.hg.1","LEXM","163747","lymphocyte expansion molecule",-0.0983164380259032,5.8371423166389,-0.975076323756863,0.346119312450563,0.701429067749252,-7.40650158303587
"156","TC01000676.hg.1","LOC100507634","100507634","uncharacterized LOC100507634",-0.0515169276987164,6.09012321082824,-0.552945251016526,0.589047694649465,0.821054021914372,-7.73682070800817
"157","TC01000678.hg.1","MIR4422","100616272","microRNA 4422",-0.357877276888623,4.56852552826535,-2.30642100840817,0.0369487619327399,0.21713928982291,-5.48761200259639
